gene	scaffold	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags
T8_S__k141_657360__full-cat_1_8	T8_S__k141_657360__full-cat_1	K09882	cobS; cobaltochelatase CobS [EC:6.6.1.2]	MISC	aerobic corrin ring synthesis		Cobalamin biosynthesis, precorrin2 => cobinamide	2	M
T8_S__k141_658023__full-cat_2_7	T8_S__k141_658023__full-cat_2	K00525	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MKEF
T8_S__k141_665825__full-cat_1_16	T8_S__k141_665825__full-cat_1							2	MK
T8_S__k141_665825__full-cat_1_17	T8_S__k141_665825__full-cat_1							2	MK
T8_S__k141_665825__full-cat_1_19	T8_S__k141_665825__full-cat_1							2	MK
T8_S__k141_666006__full-cat_2_9	T8_S__k141_666006__full-cat_2	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MF
T8_S__k141_667885__full-cat_2_24	T8_S__k141_667885__full-cat_2	K01784	GALE; UDP-Glc -> UDP-Gal [EC:5.1.3.2]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	3	MKF
T8_S__k141_667885__full-cat_2_24	T8_S__k141_667885__full-cat_2	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2] [RN:R00291]	carbon utilization	central carbon	glycolysis	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	3	MKF
T8_S__k141_667885__full-cat_2_24	T8_S__k141_667885__full-cat_2	K01784	UDP-glucose 4-epimerase	carbon utilization (Woodcroft)	sugar utilization (woodcroft)	galactose degradation	Galactose metabolism	3	MKF
T8_S__k141_667885__full-cat_2_25	T8_S__k141_667885__full-cat_2							3	MKF
T8_S__k141_674877__full-cat_2_14	T8_S__k141_674877__full-cat_2							3	MKF
T8_S__k141_698472__full-cat_1_11	T8_S__k141_698472__full-cat_1							2	MK
T8_S__k141_698472__full-cat_1_22	T8_S__k141_698472__full-cat_1							2	MK
T8_S__k141_698472__full-cat_1_26	T8_S__k141_698472__full-cat_1							2	MK
T8_S__k141_698472__full-cat_1_34	T8_S__k141_698472__full-cat_1							2	MKF
T8_S__k141_698472__full-cat_1_35	T8_S__k141_698472__full-cat_1							2	MKF
T8_S__k141_698472__full-cat_1_39	T8_S__k141_698472__full-cat_1	M17	Catlytic type: Metallo; any N-terminal amino acid can be released from dipeptides and polypeptides, although there is a preference for leucine; bonds with proline in P1 are not cleaved; maximally active between pH 9 and 9.5	Organic Nitrogen	Peptidase		Aminopeptidases	2	MF
T8_S__k141_702941__full-cat_2_2	T8_S__k141_702941__full-cat_2							3	MKF
T8_S__k141_702941__full-cat_2_4	T8_S__k141_702941__full-cat_2							3	MKEF
T8_S__k141_708440__full-cat_2_4	T8_S__k141_708440__full-cat_2	K00955	sulfate adenylyltransferase [EC:2.7.7.4] [RN:R00529]	Energy	Sulfur		Assimilatory sulfate reduction, sulfate => H2S	3	MF
T8_S__k141_708440__full-cat_2_8	T8_S__k141_708440__full-cat_2							3	MKF
T8_S__k141_708440__full-cat_2_10	T8_S__k141_708440__full-cat_2							3	MKF
T8_S__k141_708440__full-cat_2_15	T8_S__k141_708440__full-cat_2	K01243	S-adenosylhomocysteine/5'-methylthioadenosine nucleosidase [EC:3.2.2.9] [RN:R00194]	Organic Nitrogen	Amino Acid		Cysteine biosynthesis, methionine => cysteine	3	MKF
T8_S__k141_711584__full-cat_2_2	T8_S__k141_711584__full-cat_2							3	MKF
T8_S__k141_752401__full-cat_1_2	T8_S__k141_752401__full-cat_1							2	MKF
T8_S__k141_753520__full-cat_1_15	T8_S__k141_753520__full-cat_1	K09883	cobT; cobaltochelatase CobT [EC:6.6.1.2]	MISC	aerobic corrin ring synthesis		Cobalamin biosynthesis, precorrin2 => cobinamide	2	MK
T8_S__k141_753520__full-cat_1_16	T8_S__k141_753520__full-cat_1	K09882	cobS; cobaltochelatase CobS [EC:6.6.1.2]	MISC	aerobic corrin ring synthesis		Cobalamin biosynthesis, precorrin2 => cobinamide	2	M
T8_S__k141_755042__full-cat_2_6	T8_S__k141_755042__full-cat_2	K01784	GALE; UDP-Glc -> UDP-Gal [EC:5.1.3.2]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	3	MKF
T8_S__k141_755042__full-cat_2_6	T8_S__k141_755042__full-cat_2	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2] [RN:R00291]	carbon utilization	central carbon	glycolysis	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	3	MKF
T8_S__k141_755042__full-cat_2_6	T8_S__k141_755042__full-cat_2	K01784	UDP-glucose 4-epimerase	carbon utilization (Woodcroft)	sugar utilization (woodcroft)	galactose degradation	Galactose metabolism	3	MKF
T8_S__k141_755042__full-cat_2_14	T8_S__k141_755042__full-cat_2							3	MK
T8_S__k141_756344__full-cat_2_2	T8_S__k141_756344__full-cat_2							3	MKF
T8_S__k141_756344__full-cat_2_4	T8_S__k141_756344__full-cat_2							3	MKF
T8_S__k141_7637__full-cat_2_29	T8_S__k141_7637__full-cat_2							3	MK
T8_S__k141_7637__full-cat_2_31	T8_S__k141_7637__full-cat_2							3	MK
T8_S__k141_7637__full-cat_2_43	T8_S__k141_7637__full-cat_2	K00526	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MKE
T8_S__k141_7637__full-cat_2_44	T8_S__k141_7637__full-cat_2	K00525	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MKE
T8_S__k141_772121__full-cat_2_30	T8_S__k141_772121__full-cat_2							3	MK
T8_S__k141_772121__full-cat_2_38	T8_S__k141_772121__full-cat_2							3	MKF
T8_S__k141_77864__full-cat_1_12	T8_S__k141_77864__full-cat_1							2	MK
T8_S__k141_77864__full-cat_1_14	T8_S__k141_77864__full-cat_1							2	MK
T8_S__k141_783534__full-cat_2_12	T8_S__k141_783534__full-cat_2							3	MK
T8_S__k141_783534__full-cat_2_22	T8_S__k141_783534__full-cat_2							3	MKF
T8_S__k141_783534__full-cat_2_26	T8_S__k141_783534__full-cat_2							3	MKF
T8_S__k141_842643__full-cat_2_2	T8_S__k141_842643__full-cat_2							3	MKF
T8_S__k141_842643__full-cat_2_10	T8_S__k141_842643__full-cat_2							3	MKF
T8_S__k141_863167__full-cat_2_13	T8_S__k141_863167__full-cat_2							3	MK
T8_S__k141_863167__full-cat_2_40	T8_S__k141_863167__full-cat_2							3	MKF
T8_S__k141_866506__full-cat_1_18	T8_S__k141_866506__full-cat_1	K09882	cobS; cobaltochelatase CobS [EC:6.6.1.2]	MISC	aerobic corrin ring synthesis		Cobalamin biosynthesis, precorrin2 => cobinamide	2	M
T8_S__k141_866506__full-cat_1_19	T8_S__k141_866506__full-cat_1	K09883	cobT; cobaltochelatase CobT [EC:6.6.1.2]	MISC	aerobic corrin ring synthesis		Cobalamin biosynthesis, precorrin2 => cobinamide	2	MKF
T8_S__k141_866808__full-cat_1_77	T8_S__k141_866808__full-cat_1							2	MK
T8_S__k141_866808__full-cat_1_91	T8_S__k141_866808__full-cat_1							2	MK
T8_S__k141_866808__full-cat_1_99	T8_S__k141_866808__full-cat_1							2	MK
T8_S__k141_866808__full-cat_1_100	T8_S__k141_866808__full-cat_1							2	MK
T8_S__k141_871712__full-cat_2_4	T8_S__k141_871712__full-cat_2	K00526	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MKEF
T8_S__k141_871712__full-cat_2_5	T8_S__k141_871712__full-cat_2							3	MKEF
T8_S__k141_878723__full-cat_1_10	T8_S__k141_878723__full-cat_1							1	MK
T8_S__k141_88034__full-cat_2_12	T8_S__k141_88034__full-cat_2	K00525	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MKE
T8_S__k141_898748__full-cat_2_2	T8_S__k141_898748__full-cat_2							3	MKF
T8_S__k141_898748__full-cat_2_7	T8_S__k141_898748__full-cat_2							3	MKF
T8_S__k141_918155__full-cat_2_4	T8_S__k141_918155__full-cat_2	K01784	GALE; UDP-Glc -> UDP-Gal [EC:5.1.3.2]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	3	MKF
T8_S__k141_918155__full-cat_2_4	T8_S__k141_918155__full-cat_2	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2] [RN:R00291]	carbon utilization	central carbon	glycolysis	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	3	MKF
T8_S__k141_918155__full-cat_2_4	T8_S__k141_918155__full-cat_2	K01784	UDP-glucose 4-epimerase	carbon utilization (Woodcroft)	sugar utilization (woodcroft)	galactose degradation	Galactose metabolism	3	MKF
T8_S__k141_918155__full-cat_2_5	T8_S__k141_918155__full-cat_2							3	MKF
T8_S__k141_939905__full-cat_1_31	T8_S__k141_939905__full-cat_1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
T8_S__k141_939905__full-cat_1_32	T8_S__k141_939905__full-cat_1							1	MK
T8_S__k141_949637__full-cat_2_20	T8_S__k141_949637__full-cat_2							3	MK
T8_S__k141_949637__full-cat_2_22	T8_S__k141_949637__full-cat_2							3	MK
T8_S__k141_949637__full-cat_2_36	T8_S__k141_949637__full-cat_2	K01784	GALE; UDP-Glc -> UDP-Gal [EC:5.1.3.2]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	3	MKF
T8_S__k141_949637__full-cat_2_36	T8_S__k141_949637__full-cat_2	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2] [RN:R00291]	carbon utilization	central carbon	glycolysis	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	3	MKF
T8_S__k141_949637__full-cat_2_36	T8_S__k141_949637__full-cat_2	K01784	UDP-glucose 4-epimerase	carbon utilization (Woodcroft)	sugar utilization (woodcroft)	galactose degradation	Galactose metabolism	3	MKF
T8_S__k141_951125__full-cat_1_75	T8_S__k141_951125__full-cat_1							1	MK
T8_S__k141_951125__full-cat_1_86	T8_S__k141_951125__full-cat_1							1	MK
T8_S__k141_951125__full-cat_1_101	T8_S__k141_951125__full-cat_1							1	MK
T8_S__k141_951125__full-cat_1_105	T8_S__k141_951125__full-cat_1							1	MK
T8_S__k141_951125__full-cat_1_107	T8_S__k141_951125__full-cat_1							1	MK
T8_S__k141_951125__full-cat_1_109	T8_S__k141_951125__full-cat_1	K01784	GALE; UDP-Glc -> UDP-Gal [EC:5.1.3.2]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	1	MK
T8_S__k141_951125__full-cat_1_109	T8_S__k141_951125__full-cat_1	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2] [RN:R00291]	carbon utilization	central carbon	glycolysis	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	1	MK
T8_S__k141_951125__full-cat_1_109	T8_S__k141_951125__full-cat_1	K01784	UDP-glucose 4-epimerase	carbon utilization (Woodcroft)	sugar utilization (woodcroft)	galactose degradation	Galactose metabolism	1	MK
T8_S__k141_951125__full-cat_1_114	T8_S__k141_951125__full-cat_1							1	MK
T8_S__k141_951125__full-cat_1_128	T8_S__k141_951125__full-cat_1							1	MK
T8_S__k141_957788__full-cat_1_11	T8_S__k141_957788__full-cat_1	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	1	M
T8_S__k141_960432__full-cat_1_30	T8_S__k141_960432__full-cat_1							2	MK
T8_S__k141_960432__full-cat_1_33	T8_S__k141_960432__full-cat_1							2	MK
T8_S__k141_960432__full-cat_1_38	T8_S__k141_960432__full-cat_1							2	MK
T8_S__k141_960432__full-cat_1_39	T8_S__k141_960432__full-cat_1							2	MK
T8_S__k141_961491__full-cat_1_16	T8_S__k141_961491__full-cat_1							1	MKF
T8_S__k141_964774__full-cat_1_3	T8_S__k141_964774__full-cat_1	K00012	UGDH; UDP-Glc -> UDP-GlcA [EC:1.1.1.22]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	2	MKF
T8_S__k141_964774__full-cat_1_3	T8_S__k141_964774__full-cat_1	K00012	UDPglucose 6-dehydrogenase [EC:1.1.1.22] [RN:R00286]	MISC	MISC		Glucuronate pathway (uronate pathway)	2	MKF
T8_S__k141_964774__full-cat_1_4	T8_S__k141_964774__full-cat_1							2	MKF
T8_S__k141_964774__full-cat_1_14	T8_S__k141_964774__full-cat_1							2	MK
T8_S__k141_967248__full-cat_2_11	T8_S__k141_967248__full-cat_2	K00525	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MKE
T8_S__k141_977596__full-cat_2_2	T8_S__k141_977596__full-cat_2	K01784	GALE; UDP-Glc -> UDP-Gal [EC:5.1.3.2]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	3	MKF
T8_S__k141_977596__full-cat_2_2	T8_S__k141_977596__full-cat_2	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2] [RN:R00291]	carbon utilization	central carbon	glycolysis	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	3	MKF
T8_S__k141_977596__full-cat_2_2	T8_S__k141_977596__full-cat_2	K01784	UDP-glucose 4-epimerase	carbon utilization (Woodcroft)	sugar utilization (woodcroft)	galactose degradation	Galactose metabolism	3	MKF
T8_S__k141_977596__full-cat_2_3	T8_S__k141_977596__full-cat_2							3	MKF
T8_S__k141_977596__full-cat_2_5	T8_S__k141_977596__full-cat_2							3	MKF
T8_S__k141_990498__full-cat_1_8	T8_S__k141_990498__full-cat_1							1	MK
T8_S__k141_990498__full-cat_1_10	T8_S__k141_990498__full-cat_1							1	MK
T8_S__k141_990498__full-cat_1_12	T8_S__k141_990498__full-cat_1							1	MK
T8_S__k141_990498__full-cat_1_13	T8_S__k141_990498__full-cat_1							1	MK
T8_S__k141_990498__full-cat_1_23	T8_S__k141_990498__full-cat_1	K00525	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	MKE
T8_S__k141_990498__full-cat_1_39	T8_S__k141_990498__full-cat_1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	2	MF
T92_S__k141_1013357__full-cat_2_32	T92_S__k141_1013357__full-cat_2							3	MKF
T92_S__k141_1020388__full-cat_2_3	T92_S__k141_1020388__full-cat_2							3	MKF
T92_S__k141_1020388__full-cat_2_12	T92_S__k141_1020388__full-cat_2							3	MK
T92_S__k141_1034616__full-cat_2_5	T92_S__k141_1034616__full-cat_2	I39	interact with endopeptidases regardless of catalytic type	Organic Nitrogen	Peptidase		Mammalian alpha-macroglobulin and other large homologous proteins that interact with endopeptidases regardless of catalytic type	3	MF
T92_S__k141_1034616__full-cat_2_11	T92_S__k141_1034616__full-cat_2							3	MK
T92_S__k141_1040476__full-cat_1_64	T92_S__k141_1040476__full-cat_1							1	MK
T92_S__k141_1049744__full-cat_1_8	T92_S__k141_1049744__full-cat_1							1	MK
T92_S__k141_1059366__full-cat_1_3	T92_S__k141_1059366__full-cat_1							1	MKF
T92_S__k141_1066941__full-cat_1_2	T92_S__k141_1066941__full-cat_1	K02703	psbA; photosystem II reaction center D1 protein [EC:1.10.3.9]	Energy	Photosynthesis		Photosystem II	2	MKEF
T92_S__k141_1066941__full-cat_1_14	T92_S__k141_1066941__full-cat_1							2	MK
T92_S__k141_1066941__full-cat_1_19	T92_S__k141_1066941__full-cat_1							2	MKF
T92_S__k141_1066941__full-cat_1_20	T92_S__k141_1066941__full-cat_1							2	MKF
T92_S__k141_1081977__full-cat_1_9	T92_S__k141_1081977__full-cat_1							2	MKF
T92_S__k141_1112404__full-cat_2_12	T92_S__k141_1112404__full-cat_2	K00525	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MKE
T92_S__k141_1112404__full-cat_2_16	T92_S__k141_1112404__full-cat_2	K00526	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MKEF
T92_S__k141_1119628__full-cat_1_12	T92_S__k141_1119628__full-cat_1	K00525	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	MKE
T92_S__k141_1120738__full-cat_1_45	T92_S__k141_1120738__full-cat_1	K00526	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	MKEF
T92_S__k141_1132796__full-cat_1_13	T92_S__k141_1132796__full-cat_1	K00525	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	MKE
T92_S__k141_1133977__full-cat_2_7	T92_S__k141_1133977__full-cat_2							3	MKF
T92_S__k141_1133977__full-cat_2_9	T92_S__k141_1133977__full-cat_2							3	MK
T92_S__k141_1133977__full-cat_2_15	T92_S__k141_1133977__full-cat_2							3	MKF
T92_S__k141_1133977__full-cat_2_16	T92_S__k141_1133977__full-cat_2							3	MKF
T92_S__k141_1144239__full-cat_1_5	T92_S__k141_1144239__full-cat_1							2	MKF
T92_S__k141_1144239__full-cat_1_9	T92_S__k141_1144239__full-cat_1							2	MK
T92_S__k141_1144239__full-cat_1_15	T92_S__k141_1144239__full-cat_1							2	MK
T92_S__k141_1144239__full-cat_1_18	T92_S__k141_1144239__full-cat_1	K00616	transaldolase [EC:2.2.1.2] [RN:R01827]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway (Pentose phosphate cycle)	2	MKE
T92_S__k141_1144239__full-cat_1_18	T92_S__k141_1144239__full-cat_1	K00616	transaldolase [EC:2.2.1.2] [RN:R01827]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	2	MKE
T92_S__k141_1144239__full-cat_1_21	T92_S__k141_1144239__full-cat_1	K00012	UGDH; UDP-Glc -> UDP-GlcA [EC:1.1.1.22]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	2	MK
T92_S__k141_1144239__full-cat_1_21	T92_S__k141_1144239__full-cat_1	K00012	UDPglucose 6-dehydrogenase [EC:1.1.1.22] [RN:R00286]	MISC	MISC		Glucuronate pathway (uronate pathway)	2	MK
T92_S__k141_1144239__full-cat_1_22	T92_S__k141_1144239__full-cat_1							2	MK
T92_S__k141_1144239__full-cat_1_24	T92_S__k141_1144239__full-cat_1							2	MK
T92_S__k141_1144239__full-cat_1_25	T92_S__k141_1144239__full-cat_1							2	MK
T92_S__k141_1146329__full-cat_1_7	T92_S__k141_1146329__full-cat_1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	2	MF
T92_S__k141_118021__full-cat_2_7	T92_S__k141_118021__full-cat_2							3	MKF
T92_S__k141_118021__full-cat_2_8	T92_S__k141_118021__full-cat_2							3	MKF
T92_S__k141_118021__full-cat_2_20	T92_S__k141_118021__full-cat_2							3	MK
T92_S__k141_118021__full-cat_2_21	T92_S__k141_118021__full-cat_2							3	MKF
T92_S__k141_1183857__full-cat_2_8	T92_S__k141_1183857__full-cat_2							3	MK
T92_S__k141_1183857__full-cat_2_9	T92_S__k141_1183857__full-cat_2							3	MK
T92_S__k141_1184004__full-cat_1_10	T92_S__k141_1184004__full-cat_1							1	MK
T92_S__k141_1185238__full-cat_1_11	T92_S__k141_1185238__full-cat_1							2	MK
T92_S__k141_1185238__full-cat_1_18	T92_S__k141_1185238__full-cat_1							2	MK
T92_S__k141_1185238__full-cat_1_20	T92_S__k141_1185238__full-cat_1							2	MKF
T92_S__k141_1185238__full-cat_1_22	T92_S__k141_1185238__full-cat_1							2	MKF
T92_S__k141_1197313__full-cat_1_3	T92_S__k141_1197313__full-cat_1							2	MKF
T92_S__k141_1197313__full-cat_1_23	T92_S__k141_1197313__full-cat_1							2	MKF
T92_S__k141_1201621__full-cat_1_3	T92_S__k141_1201621__full-cat_1							2	MKF
T92_S__k141_1201621__full-cat_1_4	T92_S__k141_1201621__full-cat_1							2	MKF
T92_S__k141_1201621__full-cat_1_10	T92_S__k141_1201621__full-cat_1							2	MK
T92_S__k141_1230609__full-cat_1_6	T92_S__k141_1230609__full-cat_1							1	MKF
T92_S__k141_1230609__full-cat_1_8	T92_S__k141_1230609__full-cat_1							1	MKF
T92_S__k141_1230609__full-cat_1_10	T92_S__k141_1230609__full-cat_1							1	MKF
T92_S__k141_1254734__full-cat_1_6	T92_S__k141_1254734__full-cat_1							2	MKF
T92_S__k141_1254734__full-cat_1_11	T92_S__k141_1254734__full-cat_1							2	MK
T92_S__k141_1254734__full-cat_1_16	T92_S__k141_1254734__full-cat_1							2	MK
T92_S__k141_1257818__full-cat_1_34	T92_S__k141_1257818__full-cat_1							1	MK
T92_S__k141_13432__full-cat_1_3	T92_S__k141_13432__full-cat_1							2	MKF
T92_S__k141_13432__full-cat_1_6	T92_S__k141_13432__full-cat_1	K01738	cysteine synthase [EC:2.5.1.47] [RN:R00897]	Organic Nitrogen	Amino Acid		Cysteine biosynthesis, serine => cysteine	2	MKF
T92_S__k141_13432__full-cat_1_20	T92_S__k141_13432__full-cat_1							2	MKF
T92_S__k141_157350__full-cat_2_13	T92_S__k141_157350__full-cat_2							3	MKF
T92_S__k141_157350__full-cat_2_14	T92_S__k141_157350__full-cat_2							3	MKF
T92_S__k141_169817__full-cat_2_17	T92_S__k141_169817__full-cat_2							3	MKF
T92_S__k141_172153__full-cat_2_7	T92_S__k141_172153__full-cat_2							3	MKF
T92_S__k141_172153__full-cat_2_10	T92_S__k141_172153__full-cat_2							3	MK
T92_S__k141_172153__full-cat_2_17	T92_S__k141_172153__full-cat_2							3	MKF
T92_S__k141_174825__full-cat_1_4	T92_S__k141_174825__full-cat_1	K01784	GALE; UDP-Glc -> UDP-Gal [EC:5.1.3.2]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	2	MKF
T92_S__k141_174825__full-cat_1_4	T92_S__k141_174825__full-cat_1	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2] [RN:R00291]	carbon utilization	central carbon	glycolysis	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	2	MKF
T92_S__k141_174825__full-cat_1_4	T92_S__k141_174825__full-cat_1	K01784	UDP-glucose 4-epimerase	carbon utilization (Woodcroft)	sugar utilization (woodcroft)	galactose degradation	Galactose metabolism	2	MKF
T92_S__k141_174825__full-cat_1_7	T92_S__k141_174825__full-cat_1							2	MKF
T92_S__k141_17631__full-cat_1_2	T92_S__k141_17631__full-cat_1							2	MKF
T92_S__k141_17631__full-cat_1_3	T92_S__k141_17631__full-cat_1							2	MKF
T92_S__k141_17631__full-cat_1_10	T92_S__k141_17631__full-cat_1							2	MKF
T92_S__k141_17631__full-cat_1_22	T92_S__k141_17631__full-cat_1							2	MKF
T92_S__k141_180598__full-cat_2_14	T92_S__k141_180598__full-cat_2	K00525	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MKE
